Latitude	Longitude	Status	ToiletURL	LastUpdateDate	Name	Address1	Town	Postcode
-42.49979558	147.9199638	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=E1121428-87B0-44A4-BCFF-85061DD19600&type=toilet	2009-05-22	Triabunna BP	21 Tasman Highway	Triabunna	7190
-42.381922	147.005607	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=14D825C3-6D8A-459C-8D59-4869AE762483&type=toilet	2009-05-22	Bothwell Super Store - BP	Patrick Street	Bothwell	7030
-42.301154	147.369401	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=74D8DC96-FAAF-4473-AAE1-795174BAC86B&type=toilet	2009-05-22	Oatlands BP	52 High Street	Oatlands	7120
-42.15023151	145.3281288	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=D05F7836-C237-4381-B2CF-D05CFF3A7EDE&type=toilet	2009-05-22	BP Strahan	7 Reid Street	Strahan	7468
-42.12339876	148.0746849	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=9D7E0052-4588-4001-83E2-8338E76D322D&type=toilet	2009-05-22	East Coast Garage - BP	36 Franklin Street	Swansea	7190
-42.079973	145.554569	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=CAB1E757-1843-4E68-B186-964D55151DE1&type=toilet	2009-05-22	BP Queenstown	4 Macnamara Street	Queenstown	7467
-41.874478	148.303225	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=BF6483D0-F27F-48CB-BBFB-6F4A162B280D&type=toilet	2009-05-22	Bicheno Service Station - BP	Foster Street	Bicheno	7215
-41.77860763	145.5394576	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=A4875BDD-F62E-46EA-95E4-6A6706431980&type=toilet	2009-05-22	BP Rosebery	7 Arthur Street	Rosebery	7470
-41.529834	146.882559	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=258D50CA-7202-4421-B823-BACD6AD45A98&type=toilet	2009-05-22	Hagley Service Station - BP	Corner Bass Highway & Hoggs Lane	Hagley	7292
-41.514434	146.655329	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=77FD2AD2-F1D3-4E10-98C9-4F992E58E367&type=toilet	2009-05-22	Deloraine Service Station & Dca - BP	29 Bass Highway	Deloraine	7304
-41.47936762	147.1666369	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=412FDE18-BEAC-4A7B-B21E-5B1DAFC7EC3A&type=toilet	2009-05-22	BP Youngtown	295 Hobart Road	Youngtown	7249
-41.46189087	147.1323488	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=B62AC56B-2D97-40F9-8012-7EA37DDB5345&type=toilet	2009-05-22	Top Drop Service Station - BP	167 Cambridge Street	West Launceston	7250
-41.45381611	148.2636813	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=75412FFB-93F8-4671-8BA9-D81E347FC42F&type=toilet	2009-05-22	BP Scamander	122 - 124 Scamander Avenue	Scamander	7215
-41.444334	145.530658	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=E1FC451D-94A9-4F31-8418-FD8DE6B87365&type=toilet	2009-05-22	Waratah Roadhouse - BP	Smith Street	Waratah	7321
-41.443353	145.527231	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=E5A308BB-9CD5-4374-B1E8-EDE8C35B8B2A&type=toilet	2009-05-22	Farrel General Store - BP	Main Road	Tullah	7321
-41.437388	147.151239	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=D5525F2A-F316-4D25-8B31-F70B58D67B52&type=toilet	2009-05-22	BP Abbott	Corner Abbott Street & Erina Street	Launceston	7250
-41.424362	147.136638	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=7E4C7F64-2101-44A2-AB78-1D8AE175AB7D&type=toilet	2009-05-22	BP Invermay	28-32 Invermay Road	Launceston	7250
-41.42371613	147.1795988	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=1C4E5FD3-63CA-4634-8D9A-E92103A52CE6&type=toilet	2009-05-22	BP Ravenswood	44 Faulkner Road	Ravenswood	7250
-41.42006052	147.1090104	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=6B0F7230-00A9-4F71-9E3E-4AFE5B3A0249&type=toilet	2009-05-22	BP Riverside	214 - 216 West Tamar Highway	Riverside	7250
-41.384802	147.127616	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=2F819B21-511C-41DF-AFEB-4ADA85D563F1&type=toilet	2009-05-22	BP Newnham	117 Georgetown Road	Newnham	7248
-41.323329	148.249198	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=1207CEF5-D413-461F-8224-4DD89D6060BD&type=toilet	2009-05-22	BP St Helens	6 Circassion Street	St Helens	7216
-41.241524	147.736368	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=D713181E-11BA-4DAB-918E-6A7A7910A649&type=toilet	2009-05-22	Ringarooma Garage - BP	47 Main Street	Ringarooma	7263
-41.209556	146.343459	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=722BD7E7-1773-48D1-A425-7FDA3F709243&type=toilet	2009-05-22	Devonport Depot & Dca - BP	1 - 3 Stoneyrise Road	Quoiba	7310
-41.18670011	146.348819	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=C4E58E2E-21D2-435F-BFF7-95B6CC574AE5&type=toilet	2009-05-22	BP Southbound	34 William Street	Devonport	7310
-41.185437	146.371761	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=BE5A6B50-A7F5-4B53-9D52-82D416DF01C5&type=toilet	2009-05-22	BP East	161 Tartleton Street	East Devonport	7310
-41.15972125	147.518611	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=94D7FAF1-C271-450F-80B4-561EE43C7B35&type=toilet	2009-05-22	Scottsdale BP	7 King Street	Scottsdale	7260
-41.15737636	146.1776801	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=AE30C11B-034F-4D36-BEE6-CE9BED3DBF57&type=toilet	2009-05-22	BP Ulverstone	58 Main Street	Ulverstone	7315
-41.12551501	145.7169334	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=8063EF3E-3C22-43F9-BC4E-7A35CEC7A4C1&type=toilet	2009-05-22	Yolla Milk Bar - BP	1586 Murchison Highway	Yolla	7325
-41.108621	146.836512	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=FE56F244-B376-4726-A17C-52F1603D881E&type=toilet	2009-05-22	BP Georgetown	59 Main Road	George Town	7253
-41.052459	145.908807	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=B57D065D-BEC1-4713-93E5-2C25ECDB4516&type=toilet	2009-05-22	Burnie Depot & Dca - BP	4 Port River Road	Burnie	7320
-41.04825802	145.9017577	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=9480FF8F-1FBF-4A78-9594-97BA96C8E48D&type=toilet	2009-05-22	BP North Terrace	36 North Terrace	Burnie	7320
-41.03609426	145.8256069	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=363779EC-4F7E-4EAD-84EF-A8FDAAC7B27A&type=toilet	2009-05-22	BP Somerset	93 Bass Highway	Somerset	7322
-40.880012	145.451343	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=FAA15FCA-C87F-4393-9C51-DA713E1B74BD&type=toilet	2009-05-22	Detention River Station - BP	Bass Highway	Detention	7321
-40.84246613	145.1259532	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=7B21E0D4-8F59-499E-9E4B-5C4C524EC125&type=toilet	2009-05-22	Arnolds BP Smithton - BP	70 Goldie Street	Smithton	7330
-38.53883052	143.9752276	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=DF77AAA2-2AE8-4CEC-B025-5DA960E617AD&type=toilet	2009-05-22	BP Lorne	74 Mountjoy Parade	Lorne	3232
-38.48312828	142.9724093	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=4DA3EC20-F511-4936-A601-DBB0B130B1F7&type=toilet	2009-05-22	Timboon Motors - BP	56 - 58 Bailey Road	Timboon	3268
-38.45645781	145.2388798	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=3C6D7991-AE00-4908-9FD5-E16A88CBDA17&type=toilet	2009-05-22	Cowes Service Station - BP	160 - 162 Thompson Avenue	Cowes	3922
-38.431545	145.818993	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=C80E7720-470D-4B63-BBCE-620D1C280486&type=toilet	2009-05-22	BP Korrumburra	Corner King Street & Elizabeth Street	Korumburra	3950
-38.425089	145.512892	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=8A67CA04-85E1-4B83-9273-E02452009CAB&type=toilet	2009-05-22	BP Grantville	Lot 1 Bass Highway	Grantville	3984
-38.37823473	142.4907604	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=40339775-F36F-4109-B706-689CA937CCE9&type=toilet	2009-05-22	BP One Stop - Warrnambool	98 Hopkins Highway	Warrnambool	3280
-38.37685493	142.4800896	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=56EE12B8-9F88-47F8-8A60-A8A3B61EDB5B&type=toilet	2009-05-22	BP Mcneil	777 Raglan Parade	Warrnambool	3280
-38.371105	144.828015	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=77242138-23A7-498D-8CE0-D51F17B3F3DE&type=toilet	2009-05-22	BP Seaview	Corner Weir Street & Point Nepean Road	Rye	3941
-38.36968732	142.4692811	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=844F0582-F030-4D6B-B487-F5E299E00903&type=toilet	2009-05-22	BP One Stop	924 Raglan Parade	Warrnambool	3280
-38.34154823	141.6038583	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=4BA5DDB2-09BB-47EF-B06A-BF157C869DEF&type=toilet	2009-05-22	BP Portland	145 Percy Street	Portland	3305
-38.339532	143.590394	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=B626899E-750D-4E0D-8FBA-C291FABD10E1&type=toilet	2009-05-22	BP Colac	5 Murray Street	Colac	3250
-38.327803	144.975247	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=7B939805-63F6-4853-9FCC-E5EC588F255A&type=toilet	2009-05-22	Dromana - BP	1 Marine Drive	Dromana	3936
-38.266632	144.514541	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=3948DE92-DD25-4BDA-AE5E-F6FFB74D0E46&type=toilet	2009-05-22	BP Pitstop	13 Wallington Road	Ocean Grove	3226
-38.262057	144.511522	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=6676A683-8FDB-41F8-8540-C8248EEA73D8&type=toilet	2009-05-22	BP Ocean Grove	48 Wallington Road	Ocean Grove	3226
-38.24036856	142.9120968	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=4B66CB8C-7435-48FE-9E5A-EC489DFC48D5&type=toilet	2009-05-22	BP Terang	148 High Street	Terang	3264
-38.20716119	144.2852752	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=909040D6-4034-4478-8259-228D83583C01&type=toilet	2009-05-22	BP Waurn Ponds	176 Princes Highway	Waurn Ponds	3216
-38.200234	145.082584	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=DB160D52-00B7-4233-AC7F-10EFF2B7DE2D&type=toilet	2009-05-22	Mount Eliza - BP	1386 Nepean Highway	Mount Eliza	3930
-38.196369	146.540987	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=4DFA33D4-E82F-4107-A170-23539553489C&type=toilet	2009-05-22	BP Traralgon	Lot 1 Princes Highway	Traralgon	3844
-38.19167593	144.3433128	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=510A517C-20AE-4596-AF18-8CE7D5EE74D4&type=toilet	2009-05-22	BP Grovedale	134 Torquay Road	Grovedale	3216
-38.187272	144.455722	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=197B57EB-0C30-4657-B7B3-11ED095DD945&type=toilet	2009-05-22	BP Leopold	694 Bellarine Highway	Leopold	3224
-38.18694	146.283226	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=956A9FC6-01E5-4A76-A612-C7CC2BC191CE&type=toilet	2009-05-22	BP Gunns Gully	171 Narracan Drive	Moe	3825
-38.179414	144.366856	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=ECC26739-331B-4A36-A1A9-C1915B5F0641&type=toilet	2009-05-22	BP Breakwater	2 - 4 Fellmongers Road	Breakwater	3219
-38.168772	144.425227	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=62DC0D54-0C84-44C4-9B7B-5188136A8C5D&type=toilet	2009-05-22	BP East Geelong	369 Arlington Road	Moolap	3221
-38.16395232	145.1372375	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=D74F30C8-592B-47A0-ADA3-325074E34B04&type=toilet	2009-05-21	BP Express Golf Links Road	1 Golf Links Road	Frankston	3199
-38.163252	145.912791	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=03C7917B-4FE5-4C32-8691-4470780FF207&type=toilet	2009-05-22	Checkpoint Service Station - BP	Old Princes Highway	Warragul	3820
-38.15598707	145.1752325	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=C4EC8F20-B31F-4513-86F0-B59BF6AFF085&type=toilet	2009-05-22	BP Express Langwarrin	28 Cranbourne Frankston Road	Langwarrin	3910
-38.129445	145.132435	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=20CF3A8B-1A3F-4795-B2B3-5833A552F5D9&type=toilet	2009-05-22	BP Carrum Downs	1115 Dandenong Road	Carrum Downs	3201
-38.122387	144.347051	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=922AB6DA-19F2-42CE-B5C1-14E3CF06A621&type=toilet	2009-05-22	BP Victoria Street	137 Victoria St	North Geelong	3215
-38.111317	145.771421	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=3820BF17-6577-40A7-A3F0-F9C7EF0C2645&type=toilet	2009-05-22	BP Longwarry Outbound	Corner Sands Road & Princes Freeway	Longwarry	3816
-38.11032	145.263163	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=71CA13ED-EA35-42B3-A373-E8DFB5D5B2A8&type=toilet	2009-05-22	BP South Cranbourne	1025 - 1045 Cranbourne Frankston Road	Cranbourne	3977
-38.105434	145.281712	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=65906E08-9B84-453E-B32A-5A0248B89A0A&type=toilet	2009-05-22	BP Express Cranbourne	Corner High Street & Clarendon Street	Cranbourne	3977
-38.10179	144.354506	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=81E59F0E-2F32-40CF-A888-48594D8B6D51&type=toilet	2009-05-22	BP Express Corford	402 - 412 Melbourne Road	Norlane	3214
-38.081431	145.238856	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=E74CB3B0-F6CC-4B06-AB0B-395536181921&type=toilet	2009-05-22	BP Skye	510 Western Port Highway	Cranbourne West	
-38.08092	142.803406	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=5A3C1C69-9668-474D-A284-09925A9EA8FE&type=toilet	2009-05-22	BP Mortlake	61 Dunlop Street	Mortlake	3272
-38.077932	145.240311	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=7A1EB740-D426-481E-B0A9-77935499446A&type=toilet	2009-05-22	BP Westernport Highway	910 Thompsons Road	Cranbourne West	
-38.071597	145.480956	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=9AFF83AF-F422-446E-92A8-975272D8E5E6&type=toilet	2009-05-22	Pakenham - BP	Lot 2001 Princes Highway	Pakenham	3810
-38.07141601	145.4795232	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=96F0D76A-818B-4027-A368-2BE3D5ABB680&type=toilet	2009-05-22	BP Connect Pakenham	92 - 96 Princes Highway	Pakenham	3810
-38.05923	145.338235	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=B5ED1759-FB00-4295-B4BE-10512B023982&type=toilet	2009-05-22	BP Berwick	276 Clyde Road	Berwick	3806
-38.049101	141.005579	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=DECA8F7D-4188-4B7A-A8E9-1D2094B218ED&type=toilet	2009-05-22	BP Nelson	Main Rd	Nelson	3292
-38.035723	145.246305	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=296CA943-398A-456D-ADB1-59E626038DB7&type=toilet	2009-05-22	BP Hampton Park	7181 South Gippsland Highway	Lyndhurst	3975
-38.034187	145.106456	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=974AB787-1EC8-470E-8DEC-D4C111C6AE17&type=toilet	2009-05-22	BP Edithvale	Corner Station Street & Lochiel Avenue	Edithvale	3196
-38.02297593	144.396461	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=D39FB181-AD8D-4051-8FAA-0549D5DBA870&type=toilet	2009-05-22	BP Lara	1 Forest Road	Lara	3212
-38.002882	145.249079	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=33E4ADAC-D8BD-4552-BAEC-3FAF6060FECB&type=toilet	2009-05-22	Doveton - BP	60 - 64 Princes Highway	Doveton	3177
-38.002045	144.492754	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=F5B3590A-A242-4BB6-87F4-E0C0244519AC&type=toilet	2009-05-22	BP Little River (Geelong Bound)	Corner Princess Highway & Posties Road	Little River	3211
-38.000895	144.49361	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=2B2CC5E2-67A8-4073-BAE3-88F66E0CC5E6&type=toilet	2009-05-22	BP Little River (Melb. Bound)	Corner Pricess Highway & Hughes Road	Little River	3211
-38.000833	145.105208	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=73816DD4-55A7-42B3-9C6B-C24DB657EE72&type=toilet	2009-05-22	BP Connect Mentone	Corner Boundary Road & Lower Dandenong Road	Braeside	3195
-37.978524	145.14696	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=E866D57E-96FA-440C-963C-E232BD206452&type=toilet	2009-05-22	Springvale South - BP	Corner Springvale Road & Clarke Road	Springvale	3171
-37.976954	145.066777	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=83220F9C-3456-4547-90FD-E9651ACD1A25&type=toilet	2009-05-22	BP Supremacy	Corner Nepean Highway & Swanston Street	Mentone	3194
-37.96817476	147.0793046	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=814E8832-1C4A-4581-B322-A7DB2F714C86&type=toilet	2009-05-22	BP Stratford	25 Tyers Street	Stratford	3862
-37.96351737	145.1605144	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=41CF0D3D-D113-41EC-9D6C-108B2681468C&type=toilet	2009-05-22	BP Heatherhill	974 Heatherton Road	Springvale South	3172
-37.960269	145.135879	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=E3162A39-DCBB-490F-BF8A-EB5AFB2163F9&type=toilet	2009-05-22	BP Clayton South	725 Heatherton Road	Clayton South	3169
-37.94608025	145.0221375	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=D6742547-AEEF-44D8-AD3C-41A7FE653F1E&type=toilet	2009-05-22	BP Highbluff	359 Bluff Road	Hampton	3188
-37.92951895	145.003911	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=9A90E7A5-C14C-403E-BE0B-461BA520B7F4&type=toilet	2009-05-22	BP Express Brighton	601 Hampton Street	Brighton	3186
-37.928812	145.120403	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=F58170C3-3212-4EB2-AEDE-4C705A1656D5&type=toilet	2009-05-22	BP Clayton	1358 Centre Road	Clayton South	3169
-37.918255	145.158861	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=40A289C1-9343-4AEF-A6FA-0207FEEEDE1E&type=toilet	2009-05-22	Mulgrave - BP	682 - 688 Springvale Road	Mulgrave	3170
-37.911752	145.12295	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=1E7D7D3E-9C38-4C1B-AB8F-F4184979F58C&type=toilet	2009-05-22	BP Midvale	1848 Dandenong Road	Clayton	3168
-37.90639	145.342572	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=2CD967E6-80BF-42C9-9B51-7E53D23ABDA6&type=toilet	2009-05-22	BP Tecoma	1524 Burwood Highway	Tecoma	3160
-37.899094	145.124441	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=ADC64276-B28D-4CFC-9474-C960B9B7F5EA&type=toilet	2009-05-22	BP Fernhill	Corner Stephensons Road & Ferntree Gully Road	Mount Waverley	3149
-37.893561	145.090402	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=A7C0E385-32C3-47C0-9AB5-485A21030624&type=toilet	2009-05-22	BP Oakleigh	1523 Dandenong Road	Oakleigh	3166
-37.89286958	145.0911029	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=6A29549F-D520-499F-AAFF-FF84A7E959A0&type=toilet	2009-05-22	BP Plantation	1400 Dandenong Road	Oakleigh	3166
-37.881046	145.09092	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=01EB234C-7F0C-4979-8A86-02C461A95175&type=toilet	2009-05-22	Chadstone - BP	716 - 720 Warrigal Road	Chadstone	3148
-37.881044	145.090517	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=21691E57-3C9F-4253-9B3E-164FEC28309B&type=toilet	2009-05-22	Oakleigh - BP	162 - 168 Warrigal Road	Oakleigh	3166
-37.876957	145.05689	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=BB7E72BC-E35C-4523-B19B-AC9BE13B36F8&type=toilet	2009-05-22	BP Coral	253 Waverley Road	Malvern East	3145
-37.875978	145.048185	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=AB0104FF-F124-4A35-A1A6-B1255DD5D002&type=toilet	2009-05-22	BP East Malvern	101 Waverley Road (Corner Burke Road)	Malvern East	3145
-37.875749	144.976918	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=A4413305-6B0E-4D7F-B628-497A25223663&type=toilet	2009-05-22	BP Cabarita	54 Marine Parade	Elwood	3184
-37.86189	145.065942	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=650B33AB-7DC9-4059-9CDA-77751C3BE857&type=toilet	2009-05-22	Glen Iris - BP	44 - 56 High Street	Glen Iris	3146
-37.85357917	145.00662	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=042FAAE5-B87D-4EA4-9761-F0B0E0CEFEA8&type=toilet	2009-05-22	BP East Prahran	549 High Street	Prahran	3181
-37.852458	145.152034	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=EA525458-E918-4ED9-BF5F-56BB97F3EBD0&type=toilet	2009-05-22	Burwood East - BP	Corner Blackburn Road & Burwood Highway	Burswood	6100
-37.850405	145.103779	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=44724C02-4AFB-4E67-A52B-224A97A1CE54&type=toilet	2009-05-22	Burwood - BP	144 Burwood Highway	Burwood	3125
-37.848141	145.002871	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=551DB578-B52D-4DB1-A498-86B55EEABFBE&type=toilet	2009-05-22	Prahran - BP	500 Malvern Road	Prahran	3181
-37.847402	144.886356	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=73F26CCA-CBB9-4167-AE64-3BCA06930BE9&type=toilet	2009-05-22	BP Williamstown	261 - 269 Melbourne Road	Newport	3015
-37.843386	144.781998	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=B76BF338-4068-4553-95C9-10DFC3F5737F&type=toilet	2009-05-22	BP Laverton	15 Fitzgerald Road	Laverton North	3026
-37.83401177	144.9690591	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=79995549-528A-4823-A318-F7CB9823B216&type=toilet	2009-05-22	BP Kingsway	313 Kings Way	South Melbourne	3205
-37.83197738	140.7920734	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=2AF04DE5-AC59-4F6F-BC70-A715A8D7EDF3&type=toilet	2009-05-22	BP One Stop	163 Commercial Street	Mount Gambier	5290
-37.831111	144.99707	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=346A14AD-4798-48C9-96A2-FB6CBB424ED7&type=toilet	2009-05-22	Richmond - Church Street - BP	581 Church Street	Richmond	3121
-37.828604	145.122212	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=1DDA12BA-9717-4174-B4A1-F774156C246B&type=toilet	2009-05-22	Box Hill South - BP	891 Canterbury Road	Box Hill	3128
-37.827806	144.958058	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=2A36DBFB-0BD9-4164-940A-82E36AB48EA5&type=toilet	2009-05-22	BP Connect Clarendon	322 City Road	Southbank	3006
-37.827708	145.261205	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=1AABBF47-018B-43D0-861E-0DBB0B89A22F&type=toilet	2009-05-22	BP Heathmont	382 Canterbury Road	Bayswater North	3153
-37.82640888	147.6289439	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=E109AFF8-88C4-40EA-B4C9-1265E718100E&type=toilet	2009-05-22	BP Bairnsdale	232 - 236 Main Street	Bairnsdale	3875
-37.82604	145.0003858	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=46D7F942-92C3-4C4B-A189-4C8CDD0A170F&type=toilet	2009-05-22	Swan Street - BP	282 Swan Street	Richmond	3121
-41.5766	145.935	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=B672F6A6-8395-4FA3-926D-E4FC83499956&type=toilet	2009-10-08	Vale of Belvoir Conservation Area - Cosy Cabin Bunkhouse	3832 Cradle Mountain Road	Cradle Mountain	7306
-41.5729	146.292	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=480B1F01-D0F2-4432-8638-724E008821D6&type=toilet	2009-10-08	Mole Creek Karst National Park - Mole Creek Visitor Centre	330 Mayberry Road	Mayberry	7304
-41.5725	146.292	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=3D94B35A-05BA-4E38-8C20-1736FC193F92&type=toilet	2009-10-08	Mole Creek - Field Office	Mersey Forest Road	Mersey Forest	7304
-41.5519	146.249	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=439E44D7-1144-4019-91EC-2DE265782125&type=toilet	2009-10-08	Mole Creek Karst National Park - King Solomons Cave	1535 Liena Road	Liena	7304
-41.5517	146.248	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=A5E44588-6780-4D3B-A634-4C581939E874&type=toilet	2009-10-08	Mole Creek Karst National Park - Concrete Slab	1535 Liena Road	Liena	7304
-41.5344	147.666	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=88D14503-0640-4444-8B23-D8969DFD4026&type=toilet	2009-10-08	Ben Lomond National Park - Legges Tor Public Shelter	Ben Lomond Road	Ben Lomond	7212
-41.5105	147.631	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=BCE3536D-3ABC-46A6-BD49-A2A54DDAF1A8&type=toilet	2009-10-08	Ben Lomond National Park - Carr-Villa	Ben Lomond Road	Ben Lomond	7212
-41.5023	147.614	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=A16002E3-CEE1-48D0-9E39-67ED03355B1A&type=toilet	2009-10-08	Ben Lomond National Park - Campground Toilets	Ben Lomond Road	Ben Lomond	7212
-41.4588	147.103	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=1AB462BE-F832-409C-B362-C6961915DFA8&type=toilet	2009-10-08	Trevallyn Nature Recreation Area - Hoo Hoo Hut	240 Reatta Road	Trevallyn	7250
-41.4488	147.088	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=62198ADC-7350-44B2-AA8E-7F0A0DB7ED8A&type=toilet	2009-10-08	Trevallyn Dam 1	Reatta Road	Trevallyn	7250
-41.4485	147.087	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=11CDD39A-0F03-4057-975F-F0600FAEA3A5&type=toilet	2009-10-08	Trevallyn Dam 2	Reatta Road	Trevallyn	7250
