ZIP	State	Town	Lat	Lon
70441	LA	GREENSBURG	30.864693	-90.725561
70443	LA	INDEPENDENCE	30.635148	-90.527685
70444	LA	KENTWOOD	30.889215	-90.472829
70445	LA	LACOMBE	30.322027	-89.929744
70446	LA	LORANGER	30.588407	-90.356723
70447	LA	MADISONVILLE	30.428743	-90.177282
70448	LA	MANDEVILLE	30.386096	-90.076846
70449	LA	MAUREPAS	30.271587	-90.704255
70450	LA	MOUNT HERMON	30.953619	-90.276886
70452	LA	PEARL RIVER	30.394448	-89.77315
70453	LA	PINE GROVE	30.703202	-90.767235
70454	LA	PONCHATOULA	30.440644	-90.442247
70455	LA	ROBERT	30.506327	-90.335171
70456	LA	ROSELAND	30.771711	-90.524277
70458	LA	SLIDELL	30.278411	-89.771192
70460	LA	SLIDELL	30.291611	-89.812895
70461	LA	SLIDELL	30.272615	-89.729027
70462	LA	SPRINGFIELD	30.415738	-90.577479
70466	LA	TICKFAW	30.566849	-90.481997
70467	LA	VARNADO	30.982085	-89.7606
70501	LA	LAFAYETTE	30.236141	-92.008261
70503	LA	LAFAYETTE	30.184256	-92.049745
70506	LA	LAFAYETTE	30.207707	-92.065623
70507	LA	LAFAYETTE	30.281313	-92.015962
70508	LA	LAFAYETTE	30.158222	-92.023579
70510	LA	FORKED ISLAND	29.958828	-92.142655
70512	LA	ARNAUDVILLE	30.398054	-91.926285
70514	LA	BALDWIN	29.848784	-91.545783
70515	LA	BASILE	30.497787	-92.57357
70516	LA	BRANCH	30.328684	-92.334618
70517	LA	HENDERSON	30.274955	-91.905899
70518	LA	BROUSSARD	30.12189	-91.950171
70520	LA	CARENCRO	30.324433	-92.042265
70525	LA	CHURCH POINT	30.401287	-92.223954
70526	LA	CROWLEY	30.214753	-92.377709
70528	LA	DELCAMBRE	29.947414	-91.988938
70529	LA	DUSON	30.191216	-92.152455
70531	LA	EGAN	30.250966	-92.500226
70532	LA	ELTON	30.471496	-92.699614
70533	LA	ERATH	29.952237	-92.034266
70535	LA	EUNICE	30.51158	-92.398474
70537	LA	EVANGELINE	30.26829	-92.553244
70538	LA	FRANKLIN	29.785656	-91.502643
70542	LA	GUEYDAN	30.025541	-92.533779
70543	LA	IOTA	30.300081	-92.532201
70544	LA	JEANERETTE	29.90324	-91.654397
70546	LA	JENNINGS	30.22011	-92.657405
70548	LA	KAPLAN	29.977096	-92.302463
70549	LA	LAKE ARTHUR	30.09097	-92.682526
70552	LA	LOREAUVILLE	30.068276	-91.659571
70554	LA	MAMOU	30.649648	-92.419646
70555	LA	MAURICE	30.07215	-92.107035
70559	LA	MIDLAND	30.143437	-92.463153
70560	LA	NEW IBERIA	30.001027	-91.819959
70570	LA	OPELOUSAS	30.51442	-92.089668
70577	LA	PORT BARRE	30.547788	-91.928576
70578	LA	RAYNE	30.204508	-92.248592
70581	LA	ROANOKE	30.318167	-92.686973
70582	LA	SAINT MARTINVILL	30.208282	-91.825961
70583	LA	SCOTT	30.250401	-92.098079
70584	LA	CANKTON	30.393741	-92.075681
70586	LA	VILLE PLATTE	30.692376	-92.27371
70589	LA	WASHINGTON	30.709881	-92.039888
70591	LA	WELSH	30.236259	-92.818972
70592	LA	YOUNGSVILLE	30.097498	-92.009629
70601	LA	LAKE CHARLES	30.228453	-93.187966
70605	LA	LAKE CHARLES	30.169349	-93.221798
70611	LA	LAKE CHARLES	30.322031	-93.211082
70630	LA	BELL CITY	30.114454	-92.94407
70631	LA	CAMERON	29.86492	-93.277662
70632	LA	CREOLE	29.797813	-93.034874
70633	LA	DEQUINCY	30.421113	-93.415053
70634	LA	DERIDDER	30.828738	-93.268461
70637	LA	DRY CREEK	30.735356	-92.988849
70639	LA	EVANS	31.008817	-93.422171
70643	LA	GRAND CHENIER	29.787535	-92.897997
70645	LA	HACKBERRY	29.982187	-93.374973
70647	LA	IOWA	30.221937	-93.02586
70648	LA	KINDER	30.460653	-92.869332
70650	LA	LACASSINE	30.145587	-92.829262
70652	LA	LONGVILLE	30.579992	-93.254806
70653	LA	FIELDS	30.770145	-93.530734
70654	LA	MITTIE	30.678812	-92.932056
70655	LA	OBERLIN	30.6162	-92.752672
70656	LA	PITKIN	30.932988	-92.954762
70657	LA	RAGLEY	30.470262	-93.233652
70658	LA	REEVES	30.496734	-93.036847
70660	LA	SINGER	30.532906	-93.464986
70661	LA	STARKS	30.308477	-93.661485
70662	LA	SUGARTOWN	30.827653	-93.017017
70663	LA	SULPHUR	30.219001	-93.363911
70668	LA	VINTON	30.201523	-93.572808
70669	LA	WESTLAKE	30.261274	-93.268837
70710	LA	ADDIS	30.355699	-91.261348
70711	LA	ALBANY	30.514872	-90.596415
70712	LA	ANGOLA	30.96562	-91.597948
70714	LA	BAKER	30.581395	-91.142893
70715	LA	BATCHELOR	30.802631	-91.668675
70717	LA	BLANKS	30.579813	-91.615845
70719	LA	BRUSLY	30.387692	-91.252649
70720	LA	BUECHE	30.574894	-91.338303
70721	LA	POINT CLAIR	30.220759	-91.102484
70722	LA	CLINTON	30.824867	-90.933141
70723	LA	CONVENT	30.055251	-90.864988
70725	LA	DARROW	30.12999	-90.965102
70726	LA	PORT VINCENT	30.484623	-90.932588
70729	LA	ERWINVILLE	30.551252	-91.399444
70730	LA	ETHEL	30.813124	-91.109975
70732	LA	FORDOCHE	30.550835	-91.697258
70733	LA	FRENCH SETTLEMEN	30.336394	-90.773225
70734	LA	GEISMAR	30.236265	-90.975824
70736	LA	GLYNN	30.637617	-91.342311
70737	LA	GONZALES	30.247306	-90.918012
70739	LA	GREENWELL SPRING	30.52114	-91.007484
70740	LA	GROSSE TETE	30.387935	-91.43829
70744	LA	HOLDEN	30.555646	-90.665176
70748	LA	THE BLUFFS	30.827034	-91.234537
70749	LA	JARREAU	30.632585	-91.433205
70750	LA	KROTZ SPRINGS	30.537928	-91.756329
70752	LA	LAKELAND	30.579941	-91.421677
70753	LA	LETTSWORTH	30.932394	-91.740252
70754	LA	LIVINGSTON	30.474107	-90.767339
70755	LA	LIVONIA	30.552353	-91.533219
70756	LA	LOTTIE	30.503947	-91.71053
70757	LA	RAMAH	30.482292	-91.516816
70759	LA	MORGANZA	30.724491	-91.595935
70760	LA	NEW ROADS	30.701356	-91.442124
70761	LA	NORWOOD	30.951772	-91.062871
70762	LA	OSCAR	30.598759	-91.48458
70763	LA	PAULINA	30.035159	-90.737439
70764	LA	PLAQUEMINE	30.268414	-91.252361
70767	LA	PORT ALLEN	30.471983	-91.254088
70769	LA	GALVEZ	30.315588	-90.929904
70770	LA	PRIDE	30.613321	-90.99429
70772	LA	ROSEDALE	30.440776	-91.45616
70773	LA	ROUGON	30.603452	-91.381316
70774	LA	SAINT AMANT	30.23849	-90.843527
70775	LA	BAINS	30.858658	-91.392266
70776	LA	IBERVILLE	30.279873	-91.09162
70777	LA	SLAUGHTER	30.799139	-91.052251
70778	LA	SORRENTO	30.185388	-90.86314
70780	LA	SUNSHINE	30.29824	-91.179922
70781	LA	TORBERT	30.538575	-91.421616
70783	LA	VENTRESS	30.681404	-91.403257
70785	LA	WALKER	30.524748	-90.855708
70788	LA	WHITE CASTLE	30.15447	-91.177343
70789	LA	WILSON	30.947325	-91.065511
70791	LA	ZACHARY	30.656129	-91.135841
70792	LA	UNCLE SAM	30.021679	-90.771879
70801	LA	BATON ROUGE	30.450731	-91.186954
70802	LA	BATON ROUGE	30.444236	-91.169037
70805	LA	BATON ROUGE	30.48604	-91.148095
70806	LA	BATON ROUGE	30.448486	-91.130046
70807	LA	SCOTLANDVILLE	30.533199	-91.178615
70808	LA	BATON ROUGE	30.406596	-91.146765
70809	LA	BATON ROUGE	30.408891	-91.084213
70810	LA	BATON ROUGE	30.363309	-91.091898
70811	LA	GREENWOOD	30.53046	-91.126539
70812	LA	BATON ROUGE	30.505159	-91.118111
70814	LA	BATON ROUGE	30.484808	-91.068936
70815	LA	BATON ROUGE	30.455809	-91.059558
70816	LA	BATON ROUGE	30.427289	-91.035645
70817	LA	BATON ROUGE	30.390404	-91.00213
70818	LA	BATON ROUGE	30.540832	-91.049964
70819	LA	BATON ROUGE	30.46679	-91.01565
70820	LA	BATON ROUGE	30.379523	-91.167064
71001	LA	ARCADIA	32.555643	-92.924529
71003	LA	ATHENS	32.645073	-93.023875
71004	LA	BELCHER	32.754393	-93.850799
71006	LA	BENTON	32.697617	-93.69095
71007	LA	BETHANY	32.366179	-94.003394
71008	LA	BIENVILLE	32.252323	-92.908402
71016	LA	CASTOR	32.245181	-93.093576
71018	LA	COTTON VALLEY	32.819011	-93.425885
71019	LA	HANNA	32.050099	-93.315644
71023	LA	DOYLINE	32.490023	-93.399585
71024	LA	DUBBERLY	32.519164	-93.21419
71027	LA	FRIERSON	32.244968	-93.691488
71028	LA	GIBSLAND	32.529874	-93.070558
71029	LA	GILLIAM	32.825055	-93.829268
71030	LA	GLOSTER	32.191705	-93.829309
71031	LA	GOLDONNA	31.999988	-92.961056
71032	LA	GRAND CANE	32.105	-93.794064
71033	LA	GREENWOOD	32.424025	-93.969252
71034	LA	HALL SUMMIT	32.175249	-93.30475
71037	LA	HAUGHTON	32.550732	-93.565742
71038	LA	HAYNESVILLE	32.927807	-93.069137
71039	LA	HEFLIN	32.447008	-93.285192
71040	LA	HOMER	32.774883	-93.028834
71043	LA	HOSSTON	32.896653	-93.883425
71044	LA	IDA	32.993393	-93.902186
71045	LA	JAMESTOWN	32.36127	-93.184758
71046	LA	KEATCHIE	32.162173	-93.951046
71047	LA	KEITHVILLE	32.316059	-93.888138
71048	LA	LISBON	32.845196	-92.88781
71049	LA	LOGANSPORT	31.994327	-93.962733
71051	LA	ELM GROVE	32.388628	-93.502615
71052	LA	MANSFIELD	32.023863	-93.698045
71055	LA	MINDEN	32.632281	-93.288587
71059	LA	MIRA	32.922491	-93.918797
71060	LA	MOORINGSPORT	32.66258	-93.973018
71061	LA	OIL CITY	32.745107	-93.983844
71063	LA	PELICAN	31.896563	-93.563361
71064	LA	PLAIN DEALING	32.907419	-93.690534
71065	LA	PLEASANT HILL	31.808577	-93.513594
71067	LA	PRINCETON	32.579089	-93.522577
71068	LA	RINGGOLD	32.326302	-93.298241
71069	LA	RODESSA	32.970079	-93.988474
71070	LA	CHESTNUT	32.156604	-92.948606
71071	LA	SAREPTA	32.943361	-93.440407
71072	LA	SHONGALOO	32.971289	-93.296264
71073	LA	SIBLEY	32.509539	-93.300902
71075	LA	SPRINGHILL	33.00054	-93.459563
71078	LA	STONEWALL	32.284758	-93.800277
71079	LA	SUMMERFIELD	32.923802	-92.821516
71082	LA	TREES	32.866844	-93.987312
71101	LA	SHREVEPORT	32.503743	-93.748696
71103	LA	SHREVEPORT	32.494459	-93.772701
71104	LA	SHREVEPORT	32.482978	-93.734862
71105	LA	SHREVEPORT	32.458882	-93.714341
71106	LA	FORBING	32.426251	-93.747922
71107	LA	DIXIE	32.564652	-93.828781
71108	LA	SHREVEPORT	32.448596	-93.781378
71109	LA	SHREVEPORT	32.473994	-93.801297
71110	LA	BARKSDALE A F B	32.514313	-93.638172
71111	LA	BOSSIER CITY	32.544924	-93.703826
71112	LA	BOSSIER CITY	32.486025	-93.676723
71115	LA	CASPIANA	32.410156	-93.697402
71118	LA	SHREVEPORT	32.397664	-93.802543
71119	LA	SHREVEPORT	32.477121	-93.87261
71129	LA	SHREVEPORT	32.41412	-93.874192
71201	LA	MONROE	32.528551	-92.106104
71202	LA	RICHWOOD	32.463327	-92.090231
71203	LA	MONROE	32.553038	-92.042241
71219	LA	BASKIN	32.289728	-91.713154
71220	LA	BASTROP	32.789382	-91.90776
71222	LA	BERNICE	32.821024	-92.626269
71223	LA	BONITA	32.912263	-91.682158
71225	LA	CALHOUN	32.524791	-92.329929
71226	LA	CHATHAM	32.292246	-92.437433
71227	LA	CHOUDRANT	32.555627	-92.522419
71229	LA	COLLINSTON	32.697143	-91.863419
71232	LA	WARDEN	32.450433	-91.512487
71234	LA	DOWNSVILLE	32.652508	-92.374471
71235	LA	DUBACH	32.694893	-92.678543
71237	LA	EPPS	32.616099	-91.49135
71238	LA	EROS	32.398822	-92.34795
71239	LA	EXTENSION	31.947065	-91.801091
71241	LA	FARMERVILLE	32.753378	-92.317955
71243	LA	FORT NECESSITY	32.043412	-91.825694
71245	LA	GRAMBLING	32.524398	-92.715785
71250	LA	JONES	32.966286	-91.596509
71251	LA	JONESBORO	32.248292	-92.694425
71254	LA	LAKE PROVIDENCE	32.807067	-91.19057
71256	LA	LILLIE	32.952931	-92.685769
71259	LA	MANGHAM	32.333114	-91.797607
71260	LA	LINVILLE	32.888155	-92.25706
71261	LA	MER ROUGE	32.77176	-91.771643
71263	LA	TERRY	32.872258	-91.412905
71264	LA	OAK RIDGE	32.624317	-91.761785
71266	LA	PIONEER	32.715436	-91.464822
71268	LA	QUITMAN	32.356423	-92.708532
71269	LA	ALTO	32.468938	-91.7643
71270	LA	RUSTON	32.530823	-92.643927
71275	LA	SIMSBORO	32.538388	-92.799484
71276	LA	SONDHEIMER	32.577216	-91.248197
71277	LA	SPEARSVILLE	32.955022	-92.58698
71280	LA	SPENCER	32.593268	-92.12134
71282	LA	MOUND	32.402127	-91.190066
71286	LA	TRANSYLVANIA	32.670529	-91.228813
71291	LA	WEST MONROE	32.531726	-92.175971
71292	LA	WEST MONROE	32.456599	-92.185445
71295	LA	WINNSBORO	32.159229	-91.710845
71301	LA	ALEXANDRIA	31.288519	-92.463349
71302	LA	ALEXANDRIA	31.268272	-92.424169
71303	LA	ALEXANDRIA	31.304838	-92.508892
71316	LA	ACME	31.301618	-91.821563
71318	LA	BIG BEND	31.079347	-91.845065
71322	LA	EOLA	30.949284	-92.182582
71323	LA	CENTER POINT	31.263068	-92.187868
71325	LA	CHENEYVILLE	31.020097	-92.295144
71326	LA	CLAYTON	31.78857	-91.542547
71327	LA	COTTONPORT	30.986168	-92.058124
71328	LA	BUCKEYE	31.354506	-92.202287
71331	LA	VICK	31.189613	-92.194182
71333	LA	GOUDEAU	30.951089	-92.090039
71334	LA	FROGMORE	31.647944	-91.571958
71336	LA	GILBERT	32.034943	-91.592026
71339	LA	HAMBURG	31.073269	-91.916177
71340	LA	HARRISONBURG	31.766926	-91.883971
71341	LA	HESSMER	31.0534	-92.139933
71342	LA	JENA	31.674817	-92.113677
71343	LA	LARTO	31.636486	-91.845812
71344	LA	71344	31.433458	-91.862893
71346	LA	LECOMPTE	31.106032	-92.389031
71350	LA	MANSURA	31.061466	-92.054333
71351	LA	MARKSVILLE	31.139614	-92.083145
71353	LA	MELVILLE	30.662643	-91.75649
71354	LA	MONTEREY	31.440287	-91.734455
71355	LA	MOREAUVILLE	31.036766	-91.981814
71356	LA	LE MOYEN	30.824887	-92.040781
71357	LA	NEWELLTON	32.065621	-91.257771
71358	LA	PALMETTO	30.706543	-91.911384
71360	LA	KOLIN	31.34991	-92.399276
71362	LA	PLAUCHEVILLE	30.936484	-91.984673
71366	LA	SAINT JOSEPH	31.924805	-91.278432
71367	LA	SAINT LANDRY	30.83812	-92.393846
71368	LA	SICILY ISLAND	31.850734	-91.680711
71369	LA	SIMMESPORT	30.977119	-91.825868
71371	LA	TROUT	31.653142	-92.19931
71372	LA	71372	31.231159	-92.04555
71373	LA	VIDALIA	31.578222	-91.469471
71375	LA	WATERPROOF	31.807613	-91.387154
71378	LA	WISNER	31.991252	-91.676798
71401	LA	AIMWELL	31.761898	-91.992491
71403	LA	ANACOCO	31.221762	-93.358949
71404	LA	ATLANTA	31.873583	-92.764125
71406	LA	BELMONT	31.709956	-93.495863
71407	LA	BENTLEY	31.466035	-92.49273
71409	LA	BOYCE	31.321601	-92.686681
71411	LA	CAMPTI	31.895851	-93.093572
71412	LA	CHOPIN	31.541916	-92.949717
71416	LA	DERRY	31.535918	-92.857326
71417	LA	COLFAX	31.507948	-92.656758
71418	LA	HEBERT	32.114794	-92.103653
71419	LA	MITCHELL	31.785153	-93.71569
71421	LA	71421	31.612239	-92.980409
71422	LA	DODSON	32.070131	-92.678292
71423	LA	DRY PRONG	31.597921	-92.566479
71424	LA	ELMER	31.146476	-92.717062
71425	LA	ENTERPRISE	31.906412	-91.875149
71426	LA	FISHER	31.493655	-93.460197
71427	LA	FLATWOODS	31.384882	-92.881246
71429	LA	FLORIEN	31.427455	-93.517916
71430	LA	FOREST HILL	31.024304	-92.510798
71432	LA	GEORGETOWN	31.745006	-92.395182
71433	LA	CALCASIEU	30.978384	-92.645758
71435	LA	GRAYSON	32.012108	-91.974615
71436	LA	71436	32.206305	-91.992208
71438	LA	LEANDER	31.082535	-92.77488
71439	LA	HORNBECK	31.322639	-93.368306
71441	LA	KELLY	32.028619	-92.126072
71444	LA	LACAMP	31.160702	-92.896183
71445	LA	71445	31.12665	-92.84924
71446	LA	HICKS	31.144292	-93.223957
71447	LA	CHOPIN	31.418481	-92.77185
71449	LA	MANY	31.58508	-93.464113
71450	LA	MARTHAVILLE	31.772583	-93.395428
71451	LA	MELDER	31.11932	-92.662186
71454	LA	MONTGOMERY	31.667388	-92.841178
71455	LA	CLIFTON	31.333927	-92.888915
71456	LA	NATCHEZ	31.661502	-93.024117
71457	LA	NATCHITOCHES	31.761688	-93.091572
71459	LA	FORT POLK	31.032068	-93.22213
71461	LA	NEWLLANO	31.069396	-93.287899
71462	LA	NOBLE	31.693849	-93.716679
71463	LA	OAKDALE	30.817173	-92.663964
71465	LA	OLLA	31.87339	-92.22139
71466	LA	OTIS	31.226442	-92.744478
71467	LA	POLLOCK	31.499966	-92.400536
71468	LA	PROVENCAL	31.580117	-93.140089
71469	LA	ROBELINE	31.771453	-93.320972
71472	LA	SIEPER	31.197034	-92.76981
71473	LA	SIKES	32.068616	-92.442894
71477	LA	TIOGA	31.415732	-92.447116
71479	LA	TULLOS	31.853088	-92.301254
71483	LA	WINNFIELD	31.921389	-92.636646
71485	LA	WOODWORTH	31.132588	-92.498996
71486	LA	ZWOLLE	31.61379	-93.663569
